1.55510145243283E-006	-100
1.55510082222092E-006	-100
1.55510019200952E-006	-100
1.55509956179863E-006	-100
1.55509893158826E-006	-100
1.55509830137839E-006	-100
1.55509767116904E-006	-100
1.55509704096019E-006	-100
1.55509641075186E-006	-100
1.55509578054404E-006	-100
1.55509515033672E-006	-100
1.55509452012992E-006	-100
1.55509388992363E-006	-100
1.55509325971786E-006	-100
1.55509262951259E-006	-100
1.55509199930783E-006	-100
1.55509136910358E-006	-100
1.55509073889985E-006	-100
1.55509010869662E-006	-100
1.55508947849391E-006	-100
1.5550888482917E-006	-100
1.55508821809001E-006	-100
1.55508758788883E-006	-100
1.55508695768816E-006	-100
1.555086327488E-006	-100
1.55508569728835E-006	-100
1.55508506708921E-006	-100
1.55508443689058E-006	-100
1.55508380669246E-006	-100
1.55508317649486E-006	-100
1.55508254629776E-006	-100
1.55508191610117E-006	-100
1.5550812859051E-006	-100
1.55508065570954E-006	-100
1.55508002551448E-006	-100
1.55507939531994E-006	-100
1.55507876512591E-006	-100
1.55507813493239E-006	-100
1.55507750473938E-006	-100
1.55507687454688E-006	-100
1.55507624435489E-006	-100
1.55507561416342E-006	-100
1.55507498397245E-006	-100
1.55507435378199E-006	-100
1.55507372359205E-006	-100
1.55507309340261E-006	-100
1.55507246321369E-006	-100
1.55507183302528E-006	-100
1.55507120283738E-006	-100
1.55507057264998E-006	-100
1.5550699424631E-006	-100
1.55506931227673E-006	-100
1.55506868209088E-006	-100
1.55506805190553E-006	-100
1.55506742172069E-006	-100
1.55506679153636E-006	-100
1.55506616135255E-006	-100
1.55506553116924E-006	-100
1.55506490098645E-006	-100
1.55506427080416E-006	-100
1.55506364062239E-006	-100
1.55506301044113E-006	-100
1.55506238026038E-006	-100
1.55506175008014E-006	-100
1.55506111990041E-006	-100
1.55506048972119E-006	-100
1.55505985954248E-006	-100
1.55505922936428E-006	-100
1.5550585991866E-006	-100
1.55505796900942E-006	-100
1.55505733883275E-006	-100
1.5550567086566E-006	-100
1.55505607848096E-006	-100
1.55505544830582E-006	-100
1.5550548181312E-006	-100
1.55505418795709E-006	-100
1.55505355778349E-006	-100
1.5550529276104E-006	-100
1.55505229743782E-006	-100
1.55505166726575E-006	-100
1.55505103709419E-006	-100
1.55505040692314E-006	-100
1.55504977675261E-006	-100
1.55504914658258E-006	-100
1.55504851641307E-006	-100
1.55504788624406E-006	-100
1.55504725607557E-006	-100
1.55504662590759E-006	-100
1.55504599574011E-006	-100
1.55504536557315E-006	-100
1.5550447354067E-006	-100
1.55504410524076E-006	-100
1.55504347507533E-006	-100
1.55504284491042E-006	-100
1.55504221474601E-006	-100
1.55504158458211E-006	-100
1.55504095441873E-006	-100
1.55504032425585E-006	-100
1.55503969409349E-006	-100
1.55503906393163E-006	-100
1.55503843377029E-006	-100
1.55503780360946E-006	-100
1.55503717344913E-006	-100
1.55503654328932E-006	-100
1.55503591313002E-006	-100
1.55503528297123E-006	-100
1.55503465281295E-006	-100
1.55503402265519E-006	-100
1.55503339249793E-006	-100
1.55503276234118E-006	-100
1.55503213218495E-006	-100
1.55503150202922E-006	-100
1.55503087187401E-006	-100
1.5550302417193E-006	-100
1.55502961156511E-006	-100
1.55502898141143E-006	-100
1.55502835125826E-006	-100
1.5550277211056E-006	-100
1.55502709095345E-006	-100
1.55502646080181E-006	-100
1.55502583065068E-006	-100
1.55502520050006E-006	-100
1.55502457034995E-006	-100
1.55502394020036E-006	-100
1.55502331005127E-006	-100
1.5550226799027E-006	-100
1.55502204975463E-006	-100
1.55502141960708E-006	-100
1.55502078946003E-006	-100
