70BCSV 	
// AQ6370B OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1300.000000
"SPAN", 800.000000
"START WL", 900.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-17.2
"LSCL",10.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       8001
"SMPLINTVL",0.1000
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESPARM", 9740
"FREQPARM", 9740






"[TRACE DATA]"
 900.0000, -71.083
 900.1000, -74.497
 900.2000, -69.293
 900.3000, -71.484
 900.4000, -75.188
 900.5000, -73.279
 900.6000, -75.368
 900.7000,-210.000
 900.8000, -73.886
 900.9000, -70.789
 901.0000, -73.779
 901.1000, -72.563
 901.2000, -73.307
 901.3000, -73.899
 901.4000, -76.833
 901.5000, -73.692
 901.6000, -74.858
 901.7000, -72.008
 901.8000, -73.591
 901.9000, -73.126
 902.0000, -75.590
 902.1000, -80.079
 902.2000, -74.446
 902.3000, -71.016
 902.4000, -74.991
 902.5000, -75.713
 902.6000, -73.193
 902.7000, -73.377
 902.8000, -75.107
 902.9000, -71.873
 903.0000, -72.833
 903.1000, -72.680
 903.2000, -79.694
 903.3000, -73.666
 903.4000, -76.917
 903.5000, -72.329
 903.6000, -86.798
 903.7000, -74.148
 903.8000, -71.099
 903.9000, -71.723
 904.0000, -71.620
 904.1000, -75.488
 904.2000, -74.275
 904.3000, -71.964
 904.4000,-210.000
 904.5000,-210.000
 904.6000, -69.619
 904.7000, -72.391
 904.8000, -74.718
 904.9000,-210.000
 905.0000, -73.322
 905.1000, -68.899
 905.2000, -74.138
 905.3000, -76.228
 905.4000, -75.206
 905.5000, -74.371
 905.6000, -76.584
 905.7000, -79.361
 905.8000, -71.885
 905.9000, -73.660
 906.0000, -78.477
 906.1000, -73.653
 906.2000, -71.553
 906.3000, -72.860
 906.4000, -73.729
 906.5000, -73.856
 906.6000, -72.436
 906.7000, -75.602
 906.8000, -76.006
 906.9000, -77.278
 907.0000, -74.199
 907.1000, -74.200
 907.2000, -77.423
 907.3000, -77.344
 907.4000, -73.568
 907.5000, -74.998
 907.6000, -74.518
 907.7000, -72.029
 907.8000, -77.183
 907.9000, -83.119
 908.0000, -74.215
 908.1000, -75.181
 908.2000, -75.872
 908.3000, -71.354
 908.4000, -81.589
 908.5000, -79.451
 908.6000, -76.687
 908.7000, -72.490
 908.8000, -74.042
 908.9000, -80.196
 909.0000, -74.234
 909.1000, -75.681
 909.2000, -76.556
 909.3000, -73.506
 909.4000, -75.402
 909.5000, -72.719
 909.6000, -74.234
 909.7000, -74.054
 909.8000, -75.471
 909.9000, -76.401
 910.0000, -76.368
 910.1000, -75.968
 910.2000, -75.152
 910.3000, -72.996
 910.4000, -74.396
 910.5000, -72.140
 910.6000, -73.477
 910.7000,-210.000
 910.8000, -74.862
 910.9000, -75.053
 911.0000, -73.118
 911.1000, -75.845
 911.2000, -72.363
 911.3000, -75.596
 911.4000, -72.076
 911.5000, -76.541
 911.6000, -73.694
 911.7000,-210.000
 911.8000, -79.100
 911.9000, -80.814
 912.0000, -80.121
 912.1000, -74.746
 912.2000, -75.548
 912.3000, -70.402
 912.4000, -78.369
 912.5000, -72.673
 912.6000, -77.113
 912.7000,-210.000
 912.8000, -74.249
 912.9000, -77.512
 913.0000, -73.509
 913.1000,-210.000
 913.2000, -70.938
 913.3000,-210.000
 913.4000,-210.000
 913.5000, -74.964
 913.6000, -74.750
 913.7000, -81.063
 913.8000, -73.943
 913.9000, -71.846
 914.0000,-210.000
 914.1000,-210.000
 914.2000, -77.927
 914.3000, -72.323
 914.4000, -71.486
 914.5000, -75.254
 914.6000, -75.463
 914.7000,-210.000
 914.8000, -73.989
 914.9000, -73.803
 915.0000, -79.164
 915.1000, -89.892
 915.2000,-210.000
 915.3000, -71.191
 915.4000, -71.749
 915.5000, -76.040
 915.6000, -77.057
 915.7000, -74.841
 915.8000, -77.746
 915.9000, -77.145
 916.0000, -76.876
 916.1000, -87.041
 916.2000, -72.310
 916.3000,-210.000
 916.4000,-210.000
 916.5000, -77.278
 916.6000, -75.154
 916.7000, -77.229
 916.8000, -75.541
 916.9000, -74.353
 917.0000, -75.865
 917.1000, -75.351
 917.2000, -75.492
 917.3000, -75.527
 917.4000, -74.746
 917.5000, -77.275
 917.6000, -77.078
 917.7000, -77.372
 917.8000, -80.732
 917.9000, -75.121
 918.0000, -75.113
 918.1000,-210.000
 918.2000, -71.514
 918.3000, -81.061
 918.4000, -71.707
 918.5000, -78.362
 918.6000, -79.339
 918.7000, -74.147
 918.8000, -75.494
 918.9000,-210.000
 919.0000, -75.945
 919.1000, -77.551
 919.2000, -75.906
 919.3000, -74.091
 919.4000,-210.000
 919.5000, -79.466
 919.6000, -75.722
 919.7000, -76.833
 919.8000, -76.911
 919.9000, -76.373
 920.0000, -72.936
 920.1000,-210.000
 920.2000, -84.193
 920.3000, -73.690
 920.4000,-210.000
 920.5000, -76.283
 920.6000, -84.149
 920.7000, -75.242
 920.8000, -77.618
 920.9000, -77.317
 921.0000, -85.696
 921.1000, -74.903
 921.2000, -77.569
 921.3000, -79.287
 921.4000, -75.080
 921.5000, -75.001
 921.6000, -90.362
 921.7000, -74.341
 921.8000, -76.046
 921.9000, -77.067
 922.0000, -85.681
 922.1000, -77.145
 922.2000, -76.613
 922.3000, -76.814
 922.4000, -78.831
 922.5000, -76.526
 922.6000, -75.661
 922.7000, -74.203
 922.8000, -79.327
 922.9000, -75.985
 923.0000, -76.142
 923.1000, -78.269
 923.2000, -82.019
 923.3000, -75.609
 923.4000, -78.648
 923.5000, -76.483
 923.6000, -78.417
 923.7000, -76.985
 923.8000, -76.101
 923.9000, -77.851
 924.0000, -79.166
 924.1000, -76.672
 924.2000, -78.015
 924.3000, -77.238
 924.4000, -77.948
 924.5000, -74.577
 924.6000, -76.446
 924.7000, -79.587
 924.8000, -80.734
 924.9000, -74.130
 925.0000, -88.218
 925.1000, -78.791
 925.2000, -76.422
 925.3000, -84.186
 925.4000, -78.775
 925.5000, -76.289
 925.6000, -75.661
 925.7000, -75.255
 925.8000, -81.277
 925.9000, -79.439
 926.0000, -78.362
 926.1000, -76.667
 926.2000, -75.430
 926.3000, -75.045
 926.4000, -76.687
 926.5000, -79.673
 926.6000, -80.826
 926.7000, -76.967
 926.8000, -78.835
 926.9000, -79.970
 927.0000, -76.428
 927.1000, -74.755
 927.2000, -77.212
 927.3000, -79.882
 927.4000, -76.923
 927.5000, -76.317
 927.6000, -75.719
 927.7000, -78.563
 927.8000, -81.121
 927.9000, -78.060
 928.0000, -76.021
 928.1000, -77.525
 928.2000, -76.846
 928.3000, -77.384
 928.4000, -79.392
 928.5000, -81.328
 928.6000, -77.139
 928.7000, -83.024
 928.8000, -77.342
 928.9000, -77.133
 929.0000, -79.925
 929.1000, -77.921
 929.2000, -78.206
 929.3000, -76.218
 929.4000, -81.054
 929.5000, -87.065
 929.6000, -77.807
 929.7000, -79.615
 929.8000, -76.224
 929.9000, -80.952
 930.0000, -77.639
 930.1000, -80.593
 930.2000, -78.286
 930.3000, -77.179
 930.4000, -78.823
 930.5000, -81.777
 930.6000, -76.629
 930.7000, -78.065
 930.8000, -78.178
 930.9000, -77.199
 931.0000, -79.105
 931.1000, -78.344
 931.2000, -78.293
 931.3000, -78.168
 931.4000, -79.585
 931.5000, -76.125
 931.6000, -76.790
 931.7000, -81.354
 931.8000, -80.705
 931.9000, -79.744
 932.0000, -76.856
 932.1000, -77.138
 932.2000, -79.906
 932.3000, -78.381
 932.4000, -74.414
 932.5000, -78.327
 932.6000, -78.668
 932.7000, -97.580
 932.8000,-210.000
 932.9000, -77.238
 933.0000, -79.684
 933.1000, -77.024
 933.2000, -74.876
 933.3000, -75.470
 933.4000, -77.455
 933.5000, -90.515
 933.6000, -77.125
 933.7000, -82.860
 933.8000, -75.745
 933.9000, -75.261
 934.0000,-210.000
 934.1000, -85.231
 934.2000, -81.605
 934.3000, -75.200
 934.4000, -85.984
 934.5000, -79.642
