1.939054108e+02;-3.992509155e-04;1.939054108e+02;-3.554666473e-04
1.941084900e+02;-1.827514614e-03;1.941084900e+02;3.855909454e-04
1.943115845e+02;5.408719881e-04;1.943115845e+02;5.844112602e-04
1.945146942e+02;-3.992509155e-04;1.945146942e+02;-4.458395415e-04
1.947178192e+02;-6.162023637e-04;1.947178192e+02;3.675163607e-04
1.949209747e+02;-5.438852240e-04;1.949209747e+02;-1.729134354e-03
1.951241302e+02;-5.574446914e-05;1.951241302e+02;1.343543408e-03
1.953273010e+02;-1.099823276e-04;1.953273010e+02;6.024858521e-05
1.955305023e+02;1.792862604e-04;1.955305023e+02;-3.554666473e-04
1.957337036e+02;-1.628642436e-03;1.957337036e+02;-1.367642893e-03
1.959369354e+02;-2.546166070e-04;1.959369354e+02;-5.181378219e-04
1.961401672e+02;3.419998393e-04;1.961401672e+02;-6.446598563e-04
1.963434296e+02;7.081053627e-05;1.963434296e+02;-5.904361606e-04
1.965467072e+02;-9.054709226e-04;1.965467072e+02;-1.204971704e-05
1.967500000e+02;-3.766518057e-05;1.967500000e+02;6.567095988e-04
1.969533081e+02;-1.194739481e-03;1.969533081e+02;-9.519276791e-04
1.971566315e+02;1.517153461e-03;1.971566315e+02;4.398146702e-04
1.973599701e+02;-9.777881205e-04;1.973599701e+02;-4.277649568e-04
1.975633240e+02;-4.173302150e-04;1.975633240e+02;2.952180803e-04
1.977666931e+02;3.465196642e-05;1.977666931e+02;5.121129798e-04
1.979700775e+02;-5.438852240e-04;1.979700775e+02;5.844112602e-04
1.981734924e+02;3.419998393e-04;1.981734924e+02;-1.385717420e-03
1.983769073e+02;-3.992509155e-04;1.983769073e+02;1.451990916e-03
1.985803528e+02;-9.777881205e-04;1.985803528e+02;1.144723137e-04
1.987838135e+02;6.855062675e-04;1.987838135e+02;-4.096903722e-04
1.989872742e+02;-2.785716671e-03;1.989872742e+02;-1.331493724e-03
1.991907654e+02;-5.438852240e-04;1.991907654e+02;9.820519481e-04
1.993942719e+02;-5.438852240e-04;1.993942719e+02;-1.204971704e-05
1.995977936e+02;4.685548483e-04;1.995977936e+02;4.217401147e-05
1.998013306e+02;3.419998393e-04;1.998013306e+02;2.771434956e-04
2.000048828e+02;2.877619700e-04;2.000048828e+02;-3.554666473e-04
2.002084503e+02;4.504755489e-04;2.002084503e+02;-6.446598563e-04
2.004120331e+02;8.843784453e-04;2.004120331e+02;1.668885816e-03
2.006156464e+02;-4.715680552e-04;2.006156464e+02;2.952180803e-04
2.008192596e+02;-1.099823276e-04;2.008192596e+02;4.398146702e-04
2.010228882e+02;-1.755197416e-03;2.010228882e+02;-1.421866589e-03
2.012265472e+02;9.566955850e-04;2.012265472e+02;1.054350287e-03
2.014302216e+02;-2.907752059e-04;2.014302216e+02;8.374553290e-04
2.016338959e+02;3.781584091e-04;2.016338959e+02;3.675163607e-04
2.018376007e+02;-1.484008157e-03;2.018376007e+02;-5.000632373e-04
2.020413208e+02;4.685548483e-04;2.020413208e+02;4.036655300e-04
2.022450562e+02;1.612069755e-04;2.022450562e+02;-5.723615759e-04
2.024488068e+02;-2.907752059e-04;2.024488068e+02;1.072424813e-03
2.026525726e+02;-9.054709226e-04;2.026525726e+02;-7.892564754e-04
2.028563538e+02;4.685548483e-04;2.028563538e+02;2.952180803e-04
2.030601501e+02;-3.269337758e-04;2.030601501e+02;-1.078449655e-03
2.032639618e+02;2.348800655e-03;2.032639618e+02;1.090499456e-03
2.034678040e+02;2.877619700e-04;2.034678040e+02;6.747841835e-04
2.036716461e+02;5.408719881e-04;2.036716461e+02;6.386350142e-04
2.038755035e+02;-1.822994673e-04;2.038755035e+02;-1.204971704e-05
2.040793915e+02;4.685548483e-04;2.040793915e+02;1.361618051e-03
2.042832947e+02;-8.693123818e-04;2.042832947e+02;1.506214612e-04
2.044871979e+02;3.465196642e-05;2.044871979e+02;-1.385717478e-04
2.046911316e+02;-1.520166639e-03;2.046911316e+02;2.409943409e-04
2.048950806e+02;-4.354094854e-04;2.048950806e+02;-3.735412320e-04
2.050990448e+02;-2.279496752e-03;2.050990448e+02;-7.892564754e-04
2.053030243e+02;3.053892870e-03;2.053030243e+02;8.013062179e-04
