time,voltage
NaN,1
NaN,NaN
-2497,0.0160803522333024
-2494.5,0.0161805413439358
-2492,0.0158298794573178
-2489.5,0.0163308250092871
-2487,0.0163308250092871
-2484.5,0.0163308250092871
-2482,0.0159300685679511
-2479.5,0.0163308250092871
-2477,0.0162306358986538
-2474.5,0.0164310141199204
-2472,0.0163308250092871
-2469.5,0.0164811086758357
-2467,0.0166814868959052
-2464.5,0.0172826215597051
-2462,0.0171824324490718
-2459.5,0.0178837562223078
-2457,0.0181843235542078
-2454.5,0.0194867819900465
-2452,0.0190860255475132
-2449.5,0.0198374438766645
-2447,0.0202382003191978
-2444.5,0.0224423607495393
-2442,0.0211899968684186
-2439.5,0.0219915097522879
-2437,0.0226427389708059
-2434.5,0.0241455756279113
-2432,0.0223922661948212
-2429.5,0.0231937790786906
-2427,0.023744819185378
-2424.5,0.0244962375145293
-2422,0.0229433063015086
-2419.5,0.0230935899680573
-2417,0.0235945355200266
-2414.5,0.0239952919625599
-2412,0.0231937790786906
-2409.5,0.0231436845227753
-2407,0.0231436845227753
-2404.5,0.0239952919625599
-2402,0.0238450082960113
-2399.5,0.0236446300759419
-2397,0.024396048403896
-2394.5,0.0246465211798807
-2392,0.025047277622414
-2389.5,0.0251975612877653
-2387,0.0258487905062833
-2384.5,0.0269508707220527
-2382,0.0272013434980374
-2379.5,0.0272514380527554
-2377,0.0279527618259914
-2374.5,0.0295557875949274
-2372,0.0289546529311274
-2369.5,0.0290548420417607
-2367,0.0294555984842941
-2364.5,0.0309584351413994
-2362,0.0307580569201328
-2359.5,0.0294555984842941
-2357,0.0300066385921787
-2354.5,0.0313591915827355
-2352,0.0311087188067508
-2349.5,0.0296058821496454
-2347,0.0301569222575301
-2344.5,0.0312089079173841
-2342,0.0309083405854841
-2339.5,0.0301569222575301
-2337,0.0301569222575301
-2334.5,0.0311588133626661
-2332,0.0316096643599174
-2329.5,0.0310085296961175
-2327,0.0307580569201328
-2324.5,0.0324111772437868
-2322,0.0336635411249075
-2319.5,0.0325113663544201
-2317,0.0325113663544201
-2314.5,0.0345151485634949
-2312,0.0367694035497516
-2309.5,0.0344650540087768
-2307,0.0346153376741282
-2304.5,0.0363185525525003
-2302,0.0414281971876164
-2299.5,0.0360680797765156
-2297,0.0359678906658822
-2294.5,0.0370198763257363
-2292,0.0401257387517776
-2289.5,0.0372202545470029
-2287,0.0362183634418669
-2284.5,0.037270349101721
-2282,0.038622902093475
-2279.5,0.0373705382123543
-2277,0.0358176070005309
-2274.5,0.0371701599922849
-2272,0.0383724293174903
-2269.5,0.0374707273229876
-2267,0.0362684579977822
-2264.5,0.0374707273229876
-2262,0.0394244149773443
-2259.5,0.0383223347627722
-2257,0.0370699708816516
-2254.5,0.0381720510962236
-2252,0.0421295209608524
-2249.5,0.040326116971847
-2247,0.0387731857600236
-2244.5,0.0394745095332596
-2242,0.0488421913637072
-2239.5,0.0418790481848677
-2237,0.040326116971847
-2234.5,0.0404764006383957
-2232,0.0495435151369433
-2229.5,0.042981128400637
-2227,0.040977346190365
-2224.5,0.0404263060824804
-2222,0.0437325467285911
-2219.5,0.0424300882927523
-2217,0.0405264951931137
-2214.5,0.0401758333064957
-2212,0.0414281971876164
-2209.5,0.0407268734143803
-2207,0.038973563980093
-2204.5,0.0383223347627722
-2202,0.038622902093475
-2199.5,0.0376210109895362
-2197,0.0357174178898975
-2194.5,0.0347656213394796
-2192,0.0347155267847615
-2189.5,0.0333629737930075
-2187,0.0315094752492841
-2184.5,0.0306578678094995
-2182,0.0310586242520328
-2179.5,0.0307079623654148
-2177,0.0290548420417607
-2174.5,0.0286039910445094
-2172,0.0283535182685247
-2169.5,0.028754274711058
-2167,0.0278525727165554
-2164.5,0.0270009652767707
-2162,0.0261493578381833
-2159.5,0.0266002088354346
-2157,0.02574860139565
-2154.5,0.0249971830664987
-2152,0.023744819185378
-2149.5,0.0228932117467906
-2147,0.0214905642003185
-2144.5,0.0197372547660312
-2142,0.0182845126636439
-2139.5,0.0164811086758357
-2137,0.0146777046868304
-2134.5,0.0116720313714223
-2132,0.00966824916234757
-2129.5,0.0073638996201756
-2127,0.00566068474180356
-2124.5,0.00405765897406484
-2122,0.00325614609019547
-2119.5,0.00240453865160809
-2117,0.0020538767649901
-2114.5,0.00165312032245679
-2112,0.00115217477048739
-2109.5,0.00105198565985406
-2107,0.00105198565985406
-2104.5,0.000901701993305428
-2102,0.000551040106687444
-2099.5,0.000450850996054108
-2097,0.000801512883869373
-2094.5,0.000701323773236071
-2092,0.000300567330702761
-2089.5,0.000200378220069425
-2087,0.000551040106687444
-2084.5,0.000450850996054108
-2082,0.000200378220069425
-2079.5,0.000200378220069425
-2077,0.000701323773236071
-2074.5,0.000400756441336097
-2072,0.000300567330702761
-2069.5,0.000300567330702761
-2067,0.000450850996054108
-2064.5,0.000450850996054108
-2062,0.000300567330702761
-2059.5,5.00945547180785e-05
-2057,0.000601134662602735
-2054.5,0.000651229217320746
-2052,0.000701323773236071
-2049.5,0.000551040106687444
-2047,0.0012022693252054
-2044.5,0.000951796549220754
-2042,0.000801512883869373
-2039.5,0.000951796549220754
-2037,0.00130245843583874
-2034.5,0.00105198565985406
-2032,0.00105198565985406
-2029.5,0.00145274210119012
-2027,0.0017032148771748
-2024.5,0.00180340398780814
-2022,0.0017032148771748
-2019.5,0.00230434954097475
-2017,0.00285538964885941
-2014.5,0.00305576786892883
-2012,0.00320605153547746
-2009.5,0.00380718619808013
-2007,0.00470888819258284
